"amt_ICU beds needed|Mitigated",date,dataKey,hospital_capacity,icu_capacity,"range_ICU beds needed|Mitigated",epi_week,"amt_Hospital beds needed|Mitigated","range_Hospital beds needed|Mitigated","amt_New Deaths|Mitigated","range_New Deaths|Mitigated","amt_Total Deaths|Mitigated","range_Total Deaths|Mitigated","amt_New Infectious|Mitigated","range_New Infectious|Mitigated","amt_Total Infectious|Mitigated","range_Total Infectious|Mitigated","amt_New Attack Rate|Mitigated","range_New Attack Rate|Mitigated","amt_Attack Rate|Mitigated","range_Attack Rate|Mitigated","amt_New Deaths per 10,000|Mitigated","range_New Deaths per 10,000|Mitigated","amt_Total Deaths per 10,000|Mitigated","range_Total Deaths per 10,000|Mitigated","amt_New Infectious per 10,000|Mitigated","range_New Infectious per 10,000|Mitigated","amt_Total Infectious per 10,000|Mitigated","range_Total Infectious per 10,000|Mitigated"
9.15216116362543,2020-03-19,"Total Infectious per 10,000|Mitigated",23227,3132,0|15.4459851477966,2020-12,39.5454196156398,0.997139654922885|55.8507349332487,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0
49.941188639064,2020-03-30,"Hospital beds needed|Mitigated",23227,3132,9.34444940200576|79.3655693615572,2020-14,218.360394336292,48.6250344317173|287.330063219912,5.57870315998322,1.31918542044217|7.78168959397909,33.6593838620341,7.56292743490583|43.763120527907,2939.38251111874,1339.93656945263|3523.17294652435,20247.9785593979,6915.73887410382|24219.2926274273,0.000306831603513206,0.000139871175206338|0.000367771394348051,0.00211361389876287,0.000721909190176226|0.00252816513833061,0.00582340824859284,0.00137705037147907|0.00812302681645159,0.0351358242235838,0.00789466884057553|0.0456827527398219,3.06831603513206,1.39871175206338|3.67771394348051,21.1361389876287,7.21909190176226|25.2816513833061
57.3435196130503,2020-03-31,"Hospital beds needed|Mitigated",23227,3132,11.7902600318267|88.3174813669917,2020-14,249.672126037868,56.3910323739154|327.929683759078,6.35144927030998,1.48733078864247|8.73967478096973,40.010833132344,9.27799712380338|51.2029378764416,3252.66368428591,1636.40391754651|3887.31261937784,23500.6422436837,8552.14279165034|28106.6052468051,0.000339533902159188,0.000170818338925541|0.000405782629463513,0.00245314780092205,0.000892727529101767|0.00293394776779413,0.00663005021248584,0.00155257129382605|0.00912303321219749,0.0417658744360696,0.00968496860860757|0.0534489113743693,3.39533902159188,1.70818338925541|4.05782629463513,24.5314780092205,8.92727529101767|29.3394776779413
65.4986292889264,2020-04-01,"Hospital beds needed|Mitigated",23227,3132,13.9267383067065|99.6044657631858,2020-14,284.689496283511,79.985859487085|364.20660545871,7.15690059679907,2.18038125688632|9.47188989097683,47.1677337291431,11.94430883317|59.8855879154704,3586.68511579275,1999.26919713275|4292.28142642153,27087.3273594765,10551.4119887831|32321.5705075865,0.000374401202025517,0.00020869654469616|0.000448055871536641,0.00282754900294757,0.00110142407379793|0.00337393288195532,0.0074708319791448,0.00227602183380326|0.00988736631777403,0.0492367064152144,0.0124682358225763|0.0625124185026241,3.74401202025517,2.0869654469616|4.48055871536641,28.2754900294757,11.0142407379793|33.7393288195532
74.5548540454251,2020-04-02,"Hospital beds needed|Mitigated",23227,3132,15.8906380945601|111.565354969367,2020-14,323.213483861772,102.818495418085|420.81282791953,8.11202433567804,2.46387060521812|10.630627521127,55.2797580648211,14.461978668135|70.1874141561409,3967.67212590264,2331.82099423731|4907.90497890447,31054.9994853792,12930.4273008789|37062.2855578916,0.000414171070284421,0.000243410434695442|0.000512318607350819,0.003241720073232,0.00134976095415686|0.00386879913198642,0.00846785141178143,0.0025719462022668|0.011096930992549,0.0577045578269958,0.0150963411122316|0.0732661256250642,4.14171070284421,2.43410434695442|5.12318607350819,32.41720073232,13.4976095415686|38.6879913198642
84.5253341338332,2020-04-03,"Hospital beds needed|Mitigated",23227,3132,20.6287904702213|117.759323545398,2020-14,366.801405154463,134.13556937368|468.083875869538,9.24287655822571,3.27967510409746|11.994377452236,64.5226346230468,17.8421884365008|81.3872350318784,4363.72898987303,2765.73711028543|5540.15880239183,35418.7284752523,15696.1644111643|42351.7734062673,0.000455514026566826,0.000288705382587948|0.000578317317540514,0.00369723409979883,0.00163846633674481|0.00442094980721889,0.0096483075091701,0.00342353527445314|0.0125205006592065,0.0673528653361659,0.0186248209188422|0.0849572171565821,4.55514026566826,2.88705382587948|5.78317317540514,36.9723409979883,16.3846633674481|44.2094980721889
95.8252717553576,2020-04-04,"Hospital beds needed|Mitigated",23227,3132,27.2609537826153|131.100452950071,2020-14,413.374581742021,155.321957802154|519.933886912657,10.361170672026,4.13424472301516|13.3392597456569,74.883805295073,22.3566201301221|93.4392007307571,4796.32094985477,3364.91039185272|6129.71832647,40215.049425107,19169.890673762|48253.0211575541,0.000500670750554273,0.000351250933590628|0.000639859322861399,0.00419790485035309,0.00200107616900958|0.00503695990573679,0.0108156546470087,0.00431558986583189|0.0139243750752307,0.0781685199831748,0.0233372743347043|0.0975378321220895,5.00670750554273,3.51250933590628|6.39859322861399,41.9790485035309,20.0107616900958|50.3695990573679
108.052336684842,2020-04-05,"Hospital beds needed|Mitigated",23227,3132,31.999831157432|144.960908244798,2020-15,465.388096259149,187.272887627478|587.48726086627,11.5344159689331,4.89017964143772|14.5768852419527,86.418221264006,27.862182338146|107.862821708148,5277.04659358929,3964.58390004569|6939.80924288961,45492.0960186963,23163.2736025523|54607.5854575765,0.000550851977243562,0.000413848701457596|0.000724421809688576,0.00474875682759666,0.00241793109784178|0.00570029009377058,0.012040363355054,0.00510468322912792|0.0152162879655769,0.0902088833382287,0.0290843333654349|0.112594133015964,5.50851977243562,4.13848701457596|7.24421809688576,47.4875682759666,24.1793109784178|57.0029009377058
121.260572873517,2020-04-06,"Hospital beds needed|Mitigated",23227,3132,37.9133348766417|162.469740492135,2020-15,522.167288882329,233.462236025133|658.940573856511,12.8481307859243,5.80986957380586|16.077428951736,99.2663520499302,34.9838807251869|122.711146119917,5781.03180181558,4671.6803775765|7785.20619171322,51273.1278205119,27991.8816668769|61753.4882599226,0.000603461186491444,0.000487659968013967|0.000812669766676656,0.0053522180140881,0.00292197218453574|0.00644622527134597,0.0134117031596956,0.00606471458134572|0.0167826517541375,0.103620586497924,0.0365184190197089|0.128093766600616,6.03461186491444,4.87659968013967|8.12669766676656,53.522180140881,29.2197218453574|64.4622527134597
134.875307196237,2020-04-07,"Hospital beds needed|Mitigated",23227,3132,49.199092416053|175.118063650004,2020-15,582.065151428888,276.053757261482|730.187746331124,14.4630726556738,7.04392329033403|18.1867515534089,113.729424705604,42.5734062972485|140.846761325767,6345.9495777817,5131.05566866092|8530.50693355451,57619.0773982935,33621.2173392181|69410.7762991372,0.000662430928060338,0.000535612507924852|0.000890469039433337,0.00601464894214843,0.0035095983558574|0.00724554212063228,0.0150974830866071,0.00735289901883036|0.0189844980050074,0.118718069584531,0.0444408527021964|0.147024885205494,6.62430928060338,5.35612507924852|8.90469039433337,60.1464894214843,35.095983558574|72.4554212063228
150.319511427713,2020-04-08,"Hospital beds needed|Mitigated",23227,3132,69.9633086797746|200.390595951376,2020-15,650.077761115541,352.57954239058|801.698550386872,16.0506923520866,8.94235167235302|19.862053459103,129.780117057691,51.9002836855229|160.105383698126,6944.21183265604,5698.61756057686|9651.25199139893,64563.2892309496,40292.621962032|77946.4672479957,0.000724881380252303,0.000594858259279368|0.00100745959848005,0.00673953032240074,0.00420600236940795|0.00813655230084003,0.016754742376192,0.00933460035374158|0.0207332856097116,0.135472811960724,0.0541768456666713|0.167128270734985,7.24881380252303,5.94858259279368|10.0745959848005,67.3953032240074,42.0600236940795|81.3655230084003
167.333790103048,2020-04-09,"Hospital beds needed|Mitigated",23227,3132,79.2618057841277|224.301623690332,2020-15,723.594995866853,410.239952037447|868.655849543925,17.724420912166,10.0260385473302|21.4171028398633,147.504537969857,63.4434975751629|180.782742877787,7567.36952846765,6197.75090779531|10510.6323688504,72130.6587594173,48205.1719096859|87975.0275728297,0.00078993057828087,0.000646961000149138|0.00109716723545611,0.00752946090068162,0.00503196509427731|0.00918339776370787,0.0185018876218088,0.0104658222355405|0.0223565459143369,0.153974699582532,0.0662263928557717|0.188712624760073,7.8993057828087,6.46961000149138|10.9716723545611,75.2946090068162,50.3196509427731|91.8339776370787
185.539126186635,2020-04-10,"Hospital beds needed|Mitigated",23227,3132,100.705422938459|259.135366543471,2020-15,803.751292942109,495.431687848628|984.299342453901,19.566855467118,12.4679077175932|23.656801569286,167.071393436974,76.8599297848821|204.411191085622,7731.9423553141,6522.68595370754|10740.6563057342,79862.6011147314,56464.8553606682|98715.6838785639,0.000807109745730151,0.000680879804795268|0.00112117860965919,0.00833657064641177,0.00589416384118753|0.0103045763733671,0.0204251390078589,0.0130148019285445|0.0246944871313638,0.174399838590391,0.080231325499831|0.213377514833803,8.07109745730151,6.80879804795268|11.2117860965919,83.3657064641177,58.9416384118753|103.045763733671
205.848461381195,2020-04-11,"Hospital beds needed|Mitigated",23227,3132,113.641139410941|268.536322978383,2020-15,887.523644895118,594.858229903236|1098.28056267342,21.4928320017671,14.5959262703158|28.3403803236071,188.564225438742,92.5390696063573|229.925970945702,7460.74956207517,6258.2106415393|10411.4179511413,87323.3506768063,64232.6774857283|109127.101829705,0.000778800902190406,0.000653272175024296|0.00108681059804599,0.00911537154860215,0.00670501894746304|0.0113913869714131,0.0224355968717804,0.0152361642125203|0.0295835071004654,0.196835435462172,0.096598217508384|0.240011478899865,7.78800902190406,6.53272175024296|10.8681059804599,91.1537154860215,67.0501894746304|113.913869714131
226.440629852419,2020-04-12,"Hospital beds needed|Mitigated",23227,3132,130.876139515329|284.451443440397,2020-16,973.460459139969,693.139814059134|1207.78993061822,23.4425208444498,16.3897918302394|29.0429750877227,212.006746283192,111.375388856345|256.760846359804,7311.96189608721,6274.11467959739|9864.94926788757,94635.3125728938,71728.2415711684|118992.051097593,0.000763269491097979,0.000654932340545877|0.00102976669113076,0.00987864103970015,0.00748745401294767|0.0124211536625438,0.0244708071640416,0.0171087161657159|0.0303169205887681,0.221306242626213,0.116260775946758|0.268023443393224,7.63269491097979,6.54932340545877|10.2976669113076,98.7864103970016,74.8745401294767|124.211536625438
246.406136002157,2020-04-13,"Hospital beds needed|Mitigated",23227,3132,154.957750872743|312.672661650576,2020-16,1060.00930181264,746.131084371084|1312.74742968036,25.2588277965928,18.1140310791516|31.4250935350607,237.265574079784,131.569796382734|284.411358611309,7189.42329112718,6195.32921556366|9533.69480532625,101824.735864021,78401.1207985599|128525.745902919,0.000750478125391089,0.000646708208378131|0.000995188225233885,0.0106291191650912,0.00818401195518406|0.0134163418877777,0.0263667848821171,0.0189085877087455|0.0328035286439985,0.24767302750833,0.137340994053392|0.296886821942965,7.50478125391089,6.46708208378131|9.95188225233885,106.291191650912,81.8401195518406|134.163418877777
265.397672092322,2020-04-14,"Hospital beds needed|Mitigated",23227,3132,171.047095629819|343.142119256391,2020-16,1138.71546287806,817.110517908179|1450.18476140581,26.6799472211855,19.7097744100093|34.2458821692767,263.94552130097,153.751885633628|314.975553507066,7118.51298848199,6184.82939651288|9267.36655506729,108943.248852503,84684.647971423|137793.112457986,0.000743076053090554,0.000645612169906186|0.00096738717389786,0.0113721952181818,0.00883992683216093|0.0143837290616756,0.0278502405064945,0.020574326969119|0.0357480487822737,0.275523268014825,0.160496081859689|0.328791689358081,7.43076053090554,6.45612169906186|9.6738717389786,113.721952181818,88.3992683216093|143.837290616756
282.945256799881,2020-04-15,"Hospital beds needed|Mitigated",23227,3132,186.954551838723|360.294899027372,2020-16,1213.43483094394,883.713404801796|1544.38827647573,28.2245875214077,21.3921861537508|37.002136207316,292.170108822378,178.979078918733|346.641670522784,7053.16410871207,6047.24825214075|9118.08169677663,115996.412961215,90886.2225647697|146911.194154763,0.000736254517787901,0.000631250567433149|0.000951803862683244,0.0121084497359697,0.00948728697313798|0.0153355329243588,0.0294626351450811,0.0223305362788941|0.0386252035689757,0.304985903159906,0.186829844609269|0.361846813773554,7.36254517787901,6.31250567433149|9.51803862683244,121.084497359697,94.8728697313798|153.355329243588
299.767711663813,2020-04-16,"Hospital beds needed|Mitigated",23227,3132,202.178566731328|392.335771671503,2020-16,1280.76434920644,970.955381135902|1642.91390796872,29.5161829344674,21.7096387969459|38.9704709226992,321.686291756845,204.061255166171|380.678605644922,6987.85751060395,6023.10101488989|9032.72773814925,122984.270471819,97141.0323383923|155943.921892912,0.000729437396116357,0.000628729923897281|0.000942894068910989,0.0128378871320861,0.0101402041437516|0.0162784269932698,0.0308108852968742,0.022661913713381|0.0406798776193492,0.335796788456781,0.213012229271661|0.397376750223457,7.29437396116357,6.28729923897281|9.42894068910989,128.378871320861,101.402041437516|162.784269932698
314.996173677847,2020-04-17,"Hospital beds needed|Mitigated",23227,3132,221.706541812269|411.506463205409,2020-16,1341.75282313875,1042.84323478257|1739.79182801907,30.4560479916857,23.8444841454058|40.284370802124,352.142339748531,231.588156829794|413.420412895476,6913.35190053207,5875.00771921978|8632.98939727253,129897.622372351,103434.926518937|164574.598874843,0.00072166002256167,0.000613270995633222|0.000901166816451346,0.0135595471546477,0.0107972011954976|0.017179352424973,0.0317919767387042,0.0248904022447065|0.0420514106040314,0.367588765195485,0.241746575159789|0.431554749114742,7.2166002256167,6.13270995633222|9.01166816451346,135.595471546477,107.972011954976|171.79352424973
328.412015767941,2020-04-18,"Hospital beds needed|Mitigated",23227,3132,223.402979062224|426.445228042542,2020-16,1395.296242056,1101.48257814819|1814.46265099138,31.1594729267231,24.116800836227|41.3503681941406,383.301812675254,260.037830387902|448.045185211736,6864.08370165023,5834.47869352263|8450.51620557561,136761.706074001,109719.893014839|173025.115080419,0.000716517091892409,0.000609040315925343|0.000882119094082872,0.0142760642465401,0.011453266318247|0.0180614715190558,0.032526256812673,0.0251746638765017|0.0431641670686837,0.400115022008157,0.271444169549909|0.467698307739352,7.16517091892409,6.09040315925343|8.82119094082872,142.760642465401,114.53266318247|180.614715190558
340.053244430151,2020-04-19,"Hospital beds needed|Mitigated",23227,3132,233.27957630143|454.076540459849,2020-17,1441.79415040446,1145.0200792253|1895.38111569745,32.0462745086281,25.1480849693929|42.1181805448051,415.348087183882,290.019804882267|490.163365756541,6806.2149530812,5787.22590889573|8176.55515263798,143567.921027082,115983.201255932|181201.027457207,0.000710476380671744,0.000604107767125487|0.000853521281836576,0.0149865406272119,0.0121070706134153|0.0189149257038256,0.0334519571947931,0.0262511844146081|0.043965658857726,0.433566979202951,0.302741277958902|0.511663966597078,7.10476380671744,6.04107767125487|8.53521281836576,149.865406272119,121.070706134153|189.149257038256
351.730014383912,2020-04-20,"Hospital beds needed|Mitigated",23227,3132,248.695057433937|474.070510370319,2020-17,1482.28654014005,1189.95386132483|1978.50355847184,32.6470993798964,25.2094175103032|43.9968334159859,447.995186563779,319.213256523916|534.160199172526,6727.73619196128,5714.76168290383|8019.26042532196,150295.657219043,122199.625337237|189192.159454,0.000702284264121732,0.000596543486337148|0.000837101849107429,0.0156888248913336,0.0127559808392093|0.0197490913271111,0.0340791367401041,0.026315207255473|0.0459267172457672,0.467646115943055,0.333215275628171|0.557590683842846,7.02284264121732,5.96543486337148|8.37101849107429,156.888248913336,127.559808392093|197.490913271111
361.372869187135,2020-04-21,"Hospital beds needed|Mitigated",23227,3132,258.086663256085|515.829451898482,2020-17,1520.51710756595,1226.81224183131|2023.51324966493,33.0990521083177,26.2997358648834|43.6388629659641,481.094238672096,347.969294553874|577.319285049869,6658.89113296127,5607.57526160137|8003.41572001218,156954.548352005,128400.643421527|196887.563816825,0.000695097775202025,0.000585354680049204|0.000835447877118752,0.0163839226665356,0.0134032828882008|0.0205523870027832,0.034550913992126,0.0274533515011105|0.0455530447251782,0.50219702993518,0.363232672908189|0.60264290646381,6.95097775202025,5.85354680049204|8.35447877118752,163.839226665356,134.032828882008|205.523870027832
370.28336520415,2020-04-22,"Hospital beds needed|Mitigated",23227,3132,271.854010765443|539.672690222529,2020-17,1550.23541229442,1244.1100277227|2062.02262394287,33.622508386698,26.9760315949617|44.4049374643991,514.716747058794,378.008756273154|621.724222514268,6604.4973016757,5531.36689576064|7868.45968316815,163559.045653681,134542.746548901|204331.887581551,0.000689419798140024,0.000577399561923685|0.000821360300210335,0.0170733424646757,0.0140444350160327|0.02132947327487,0.0350973312367579,0.0281593123705248|0.046352722432575,0.537294361171938,0.394589790170522|0.648995628896385,6.89419798140024,5.77399561923685|8.21360300210335,170.733424646757,140.444350160327|213.2947327487
377.56940913843,2020-04-23,"Hospital beds needed|Mitigated",23227,3132,274.382289085101|550.504072518064,2020-17,1574.39968729938,1269.03689135247|2096.53561582954,34.0777062267103,27.8571205542254|43.8793204453103,548.794453285504,408.649794379938|664.905099948793,6530.26747821993,5417.95219614035|7803.02309311142,170089.313131901,140781.287302027|211570.771419605,0.000681671212961579,0.000565560607988692|0.000814529609145258,0.0177550136776372,0.0146956539219163|0.0220851144094533,0.035572495944442,0.0290790495506503|0.0458040496681737,0.57286685711638,0.426574871459026|0.69407059894273,6.81671212961579,5.65560607988692|8.14529609145258,177.550136776372,146.956539219163|220.851144094533
383.902266326325,2020-04-24,"Hospital beds needed|Mitigated",23227,3132,286.334911641153|568.136204183744,2020-17,1595.47482466151,1318.15603146619|2103.75896907394,34.155389948971,27.8740790438586|44.9782853973366,582.949843234475,439.895761392959|709.88338534613,6465.8406302326,5433.30848080438|7566.35889720138,176555.153762133,146905.353714076|218560.881424721,0.000674945925251497,0.000567163595497001|0.000789825082105801,0.0184299596028887,0.0153349232616917|0.0228147869353972,0.0356535871973767,0.0290967519100664|0.04695121978693,0.608520444313757,0.459191416347826|0.74102181872966,6.74945925251497,5.67163595497001|7.89825082105801,184.299596028887,153.349232616917|228.147869353972
389.473383583345,2020-04-25,"Hospital beds needed|Mitigated",23227,3132,283.258364502262|579.674450896505,2020-17,1612.90417385504,1320.29568602898|2107.47602810321,34.4305932951357,27.1985134976556|44.9544815336599,617.380436529612,471.267417850372|754.83786687979,6398.98870151417,5361.45732072449|7537.10122033817,182954.142463647,152937.642895321|225508.837223601,0.000667967492057098,0.000559663310461555|0.000786770978098224,0.0190979270949458,0.015964612305338|0.0235400591348626,0.0359408621052068,0.0283915532534246|0.0469263717869364,0.644461306418965,0.49193916394203|0.787948190516596,6.67967492057098,5.59663310461555|7.86770978098224,190.979270949458,159.64612305338|235.400591348626
394.826932132758,2020-04-26,"Hospital beds needed|Mitigated",23227,3132,284.861028649635|569.138904962684,2020-18,1629.18690194525,1343.93647081905|2143.66403332225,34.4771206247473,28.5222296072059|44.8461633076524,651.85755715436,501.438627254175|797.81949373741,6343.3148527233,5316.30462585154|7525.149046714,189297.45731637,158777.154902216|232130.543703449,0.000662155898556206,0.00055494998250291|0.000785523333538626,0.019760082993502,0.0165741780308033|0.0242312753374222,0.0359894303167204,0.0297733330488518|0.0468133022736973,0.680450736735685,0.52343380788947|0.832815170028257,6.62155898556206,5.5494998250291|7.85523333538626,197.60082993502,165.741780308033|242.312753374222
399.426919033136,2020-04-27,"Hospital beds needed|Mitigated",23227,3132,290.816069166047|576.552160192405,2020-18,1640.23078319967,1391.38065493075|2150.13978667901,34.7299731451004,29.0527208338419|45.6647584665704,686.587530299458,534.049450864542|842.825215642653,6266.94446810253,5204.4784247579|7425.34553990502,195564.401784473,164484.438667552|238444.405799291,0.00065418386787103,0.000543276846234812|0.000775105203229079,0.0204142668613731,0.0171699409241317|0.024890356768267,0.0362533739986972,0.0303270938237856|0.047667804415861,0.71670411073438,0.557475077654142|0.879795029802273,6.5418386787103,5.43276846234812|7.75105203229079,204.142668613731,171.699409241317|248.90356768267
